narration,amount,merchant,merchant_frequency,is_recurring,cadence
NACH-PROVIDER-011692,22754.34,,270,0,one-time
UPI-JOHN DOE-1173472626@okhdfcbank,4425.73,,270,0,one-time
IMPS-PERSON A-617072,22079.12,Amazon,39,0,one-time
UPI-AIRTEL-0114689646@ybl-936633,20844.79,Airtel,35,0,one-time
RECURRING-MONTHLY-RTGS-Airtel-REF803428,2544.16,Airtel,37,1,monthly
NACH-LIC-REF475089,7722.85,LIC,26,0,one-time
RECURRING-MONTHLY-RTGS-LinkedIn Learning-REF611799,4677.71,LinkedIn Learning,20,1,monthly
NEFT-FORTIS-REF160241,7216.04,Fortis,32,0,one-time
CARD-Zepto-REF668617,2184.02,Zepto,34,0,one-time
RTGS-BigBasket-REF541626,1626.62,BigBasket,36,0,one-time
RTGS-SPOTIFY-REF989721,46960.33,Spotify,48,0,one-time
NACH-OYO-REF301180,14694.36,OYO,30,0,one-time
NACH-PRIME VIDEO-966053,32673.68,Prime Video,40,0,one-time
NACH-Kuvera-REF948640,21830.02,Kuvera,27,0,one-time
UPI-AMEX-5786869262@ybl-423939,14072.88,AmEx,13,0,one-time
IMPS-PERSON A-959007,49850.77,,270,0,one-time
RTGS-Coursera-REF406243,2667.49,Coursera,33,0,one-time
RECURRING-QUARTERLY-NACH-LinkedIn Learning-REF104487,3704.92,LinkedIn Learning,20,1,quarterly
NEFT-IRCTC-REF441033,7437.78,IRCTC,20,0,one-time
NACH-Fortis-REF810029,6894.82,Fortis,32,0,one-time
CARD-51908834,1602.19,Apollo,38,0,one-time
IMPS-PERSON B-611068,2828.12,,270,0,one-time
UPI-MakeMyTrip-REF823325,3115.95,MakeMyTrip,31,0,one-time
UPI-LANDLORD-2643232696@okhdfcbank,32402.37,,270,0,one-time
NACH-Byju's-REF932878,1757.59,Byju's,16,0,one-time
NACH-Google Pay-REF181327,4926.87,Google Pay,20,0,one-time
NACH-Paytm-REF432843,1413.46,Paytm,20,0,one-time
CARD-03005811,43536.8,,300,0,one-time
RECURRING-MONTHLY-RTGS-Groww-REF814022,7221.45,Groww,31,1,monthly
NACH-SWIGGY-399773,16569.79,Swiggy,33,0,one-time
UPI-NETFLIX-3437257569@ybl-663952,17229.24,Netflix,47,0,one-time
CARD-Google Pay-REF313745,1045.05,Google Pay,20,0,one-time
RTGS-Medibuddy-REF461242,2086.98,Medibuddy,20,0,one-time
UPI-Shell-REF535522,1436.91,Shell,38,0,one-time
IMPS-PERSON B-665714,8150.63,,270,0,one-time
RECURRING-MONTHLY-NACH-Reliance-REF507696,1969.07,Reliance,20,1,monthly
RECURRING-MONTHLY-CARD-Blinkit-REF975592,2167.89,Blinkit,35,1,monthly
RECURRING-MONTHLY-RTGS-CRED-REF386931,23139.37,CRED,37,1,monthly
RECURRING-QUARTERLY-RECURRING-MONTHLY-UPI-LANDLORD-4428714227@okhdfcbank,112008.67,,216,1,quarterly
UPI-LANDLORD-2643232696@okhdfcbank,32402.37,,270,0,one-time
RECURRING-WEEKLY-RTGS-Amazon-REF628415,2462.91,Amazon,39,1,weekly
RTGS-Caltex-REF800550,1909.63,Caltex,20,0,one-time
NACH-PROVIDER-862445,16739.91,,270,0,one-time
RTGS-BESCOM-REF127462,17131.87,BESCOM,29,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-NEFT-Moneycontrol-REF669455,47011.73,Moneycontrol,20,1,monthly
RECURRING-MONTHLY-NEFT-Starbucks-REF549742,854.44,Starbucks,33,1,monthly
RECURRING-MONTHLY-CARD-Vodafone-REF141415,3271.34,Vodafone,20,1,monthly
IMPS-MakeMyTrip-REF904736,9482.94,MakeMyTrip,37,0,one-time
NEFT-EMPLOYER-REF919748,15513.68,,270,0,one-time
NEFT-ICICI Pru-REF451455,5306.75,ICICI Pru,35,0,one-time
RECURRING-MONTHLY-IMPS-Airtel-REF814990,4304.26,Airtel,28,1,monthly
RECURRING-MONTHLY-NEFT-Upstox-REF385643,33110.34,Upstox,20,1,monthly
RECURRING-MONTHLY-UPI-ICICI PRU-2309896449@ybl-967341,16956.22,ICICI Pru,35,1,monthly
RECURRING-MONTHLY-RECURRING-QUARTERLY-UPI-Vodafone-REF918329,3548.22,Vodafone,20,1,monthly
RECURRING-MONTHLY-NACH-Razorpay-REF370865,10415.61,Razorpay,20,1,monthly
RECURRING-MONTHLY-UPI-ICICI PRU-1707927808@ybl-761321,5397.6,ICICI Pru,39,1,monthly
NEFT-Reliance-REF598171,1888.59,Reliance,20,0,one-time
RECURRING-WEEKLY-RTGS-Jio-REF447053,1574.55,Jio,24,1,weekly
RECURRING-MONTHLY-UPI-LIC-0680914949@ybl-983880,13729.86,LIC,26,1,monthly
IMPS-Zepto-REF524895,571.47,Zepto,34,0,one-time
NEFT-Groww-REF964370,5414.91,Groww,31,0,one-time
IMPS-Indigo-REF768607,1213.03,Indigo,32,0,one-time
RECURRING-MONTHLY-CARD-26731782,190.93,,323,1,monthly
UPI-JANE SMITH-1185687973@okhdfcbank,4477.31,,270,0,one-time
RECURRING-WEEKLY-RECURRING-WEEKLY-RTGS-ICICI Lombard-REF753312,3977.04,ICICI Lombard,20,1,weekly
IMPS-PhonePe-REF367189,2158.08,PhonePe,20,0,one-time
UPI-AIRTEL-6104128850@ybl-714197,9621.02,Airtel,35,0,one-time
CARD-Cure.fit-REF247675,1067.82,Cure.fit,22,0,one-time
RECURRING-DAILY-RECURRING-WEEKLY-RTGS-KFC-REF832593,638.64,KFC,37,1,daily
RECURRING-MONTHLY-IMPS-Skyscanner-REF383629,3256.58,Skyscanner,29,1,monthly
UPI-LANDLORD-2182960372@okhdfcbank,52976.28,,270,0,one-time
IMPS-PERSON B-328129,673.56,Swiggy,33,0,one-time
NACH-PROVIDER-271903,43413.94,,270,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Fortis-REF441487,5977.93,Fortis,32,1,monthly
RECURRING-MONTHLY-UPI-HDFC LIFE-0699605407@ybl-525649,9068.8,HDFC Life,29,1,monthly
RECURRING-QUARTERLY-IMPS-IRCTC-REF973470,2824.17,IRCTC,20,1,quarterly
RECURRING-MONTHLY-IMPS-Skyscanner-REF383629,3256.58,Skyscanner,29,1,monthly
UPI-OYO-REF489382,10796.56,OYO,30,0,one-time
NEFT-Indigo-REF570569,1353.52,Indigo,32,0,one-time
RECURRING-MONTHLY-RECURRING-WEEKLY-NEFT-Apollo-REF827313,6600.92,Apollo,38,1,monthly
UPI-CRED-5575686511@ybl-669703,21888.57,CRED,30,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-7302066593@ybl-674253,11689.96,ICICI Pru,35,1,monthly
UPI-Jio-REF735713,3824.56,Jio,30,0,one-time
UPI-Uber-REF860381,12626.94,Uber,19,0,one-time
RECURRING-WEEKLY-IMPS-Zomato-REF147316,1129.79,Zomato,28,1,weekly
IMPS-PERSON A-278928,30918.9,,270,0,one-time
CARD-53970183,1034.05,,270,0,one-time
NACH-PROVIDER-862445,18763.17,,322,0,one-time
UPI-LANDLORD-3205082843@okhdfcbank,43017.78,,270,0,one-time
NACH-Google Pay-REF155116,4361.43,Google Pay,20,0,one-time
RECURRING-MONTHLY-CARD-BSNL-REF964975,696.28,BSNL,20,1,monthly
NEFT-Netflix-REF216299,395.71,Netflix,47,0,one-time
IMPS-Bajaj Allianz-REF445038,8851.85,Bajaj Allianz,20,0,one-time
RECURRING-MONTHLY-CARD-OYO-REF671601,6591.16,OYO,30,1,monthly
NACH-Vodafone-REF731656,1358.33,Vodafone,20,0,one-time
CARD-Byju's-REF666305,1696.36,Byju's,20,0,one-time
RECURRING-MONTHLY-UPI-Airtel-REF128321,3000.09,Airtel,28,1,monthly
NEFT-CRED-REF996971,21242.61,CRED,37,0,one-time
IMPS-PERSON B-611068,3127.69,,270,0,one-time
UPI-KUVERA-4540314388@ybl-652695,8454.6,Kuvera,28,0,one-time
RTGS-Practo-REF825182,2992.61,Practo,23,0,one-time
RECURRING-MONTHLY-NACH-Paytm-REF724941,717.56,Paytm,20,1,monthly
RECURRING-MONTHLY-IMPS-Ola-REF458346,3258.56,Ola,20,1,monthly
CARD-75489457,2964.83,,270,0,one-time
IMPS-Prime Video-REF700315,456.38,Prime Video,40,0,one-time
NACH-Practo-REF946331,3045.92,Practo,18,0,one-time
RECURRING-MONTHLY-UPI-LANDLORD-4428714227@okhdfcbank,108586.66,,270,1,monthly
RECURRING-MONTHLY-NACH-Hotstar-REF171325,636.55,Hotstar,20,1,monthly
IMPS-IRCTC-REF527413,10509.3,IRCTC,20,0,one-time
IMPS-Zepto-REF852916,1550.88,Zepto,34,0,one-time
NACH-Google Pay-REF181327,4926.87,Google Pay,20,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-4095724861@okhdfcbank,111090.13,,270,1,monthly
RECURRING-MONTHLY-UPI-JANE SMITH-7467217304@okhdfcbank,90526.4,,270,1,monthly
RECURRING-MONTHLY-UPI-Reliance-REF879791,1065.19,Reliance,20,1,monthly
RECURRING-QUARTERLY-NACH-Flipkart-REF719702,1506.49,Flipkart,30,1,quarterly
UPI-AMAZON-2373513251@ybl-791722,41625.63,Amazon,39,0,one-time
RECURRING-MONTHLY-IMPS-Vodafone-REF957405,3098.85,Vodafone,20,1,monthly
IMPS-LIC-REF509166,8032.11,LIC,26,0,one-time
NEFT-AMAZON-REF821631,10016.31,Amazon,39,0,one-time
UPI-CRED-3408088654@ybl-578486,6123.44,CRED,37,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-7469145098@ybl-459157,933.96,Netflix,47,1,monthly
UPI-CRED-3532896106@ybl-936617,17946.11,CRED,37,0,one-time
RECURRING-MONTHLY-IMPS-YouTube Premium-REF925209,255.83,YouTube Premium,17,1,monthly
CARD-Fortis-REF846493,4032.79,Fortis,32,0,one-time
NACH-MAKEMYTRIP-013667,33009.91,MakeMyTrip,31,0,one-time
NEFT-ZOMATO-REF611508,38181.0,Zomato,28,0,one-time
IMPS-PERSON B-115480,47515.08,Apollo,41,0,one-time
RECURRING-MONTHLY-UPI-HDFC LIFE-4044402265@ybl-113936,6227.03,HDFC Life,24,1,monthly
RECURRING-WEEKLY-CARD-LinkedIn Learning-REF865987,715.38,LinkedIn Learning,20,1,weekly
RECURRING-MONTHLY-CARD-LIC-REF404164,3908.83,LIC,26,1,monthly
UPI-NETFLIX-3514297546@ybl-669720,46277.95,Netflix,47,0,one-time
NACH-Practo-REF946331,3045.92,Practo,20,0,one-time
CARD-28043834,2104.16,Udemy,39,0,one-time
CARD-IRCTC-REF235421,2317.11,IRCTC,20,0,one-time
RECURRING-QUARTERLY-NEFT-LIC-REF203668,4504.23,LIC,26,1,quarterly
RECURRING-WEEKLY-RECURRING-MONTHLY-NACH-Hotstar-REF571422,421.72,Hotstar,17,1,weekly
NACH-MAKEMYTRIP-013667,32397.05,MakeMyTrip,31,0,one-time
NACH-OYO-241869,10236.95,OYO,30,0,one-time
RECURRING-MONTHLY-NEFT-MakeMyTrip-REF166790,13180.36,MakeMyTrip,31,1,monthly
RECURRING-MONTHLY-CARD-Uber-REF868840,12362.98,Uber,20,1,monthly
RECURRING-MONTHLY-NEFT-UberEats-REF235467,986.42,UberEats,29,1,monthly
RECURRING-MONTHLY-IMPS-Zerodha-REF907528,44224.15,Zerodha,32,1,monthly
RECURRING-MONTHLY-RTGS-Jio-REF649792,3721.43,Jio,26,1,monthly
IMPS-1mg-REF843733,3928.01,1mg,20,0,one-time
RECURRING-MONTHLY-UPI-Amazon-REF562625,1714.55,Amazon,39,1,monthly
UPI-CRED-3408088654@ybl-578486,5292.64,CRED,37,0,one-time
RECURRING-MONTHLY-UPI-Coursera-REF172091,2569.25,Coursera,31,1,monthly
CARD-IOC-REF130305,1757.49,IOC,20,0,one-time
RECURRING-MONTHLY-RTGS-Spotify-REF592093,503.74,Spotify,48,1,monthly
RTGS-Caltex-REF453495,1433.03,Caltex,20,0,one-time
UPI-JOHN DOE-9814949682@okhdfcbank,47458.17,,270,0,one-time
UPI-CRED-5575686511@ybl-669703,21888.57,CRED,37,0,one-time
RECURRING-MONTHLY-UPI-Starbucks-REF477701,1227.9,Starbucks,39,1,monthly
NACH-PROVIDER-884890,20533.3,,270,0,one-time
RECURRING-WEEKLY-RTGS-Jio-REF447053,1574.55,Jio,26,1,weekly
RECURRING-WEEKLY-CARD-Groww-REF512278,28892.73,Groww,31,1,weekly
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-LANDLORD-4941847827@okhdfcbank,28920.24,,311,1,monthly
UPI-ZERODHA-2435491803@ybl-744451,9866.19,Zerodha,32,0,one-time
RECURRING-MONTHLY-NACH-Medibuddy-REF791053,5144.18,Medibuddy,20,1,monthly
RECURRING-DAILY-RECURRING-WEEKLY-CARD-Unacademy-REF313042,932.74,Unacademy,20,1,daily
UPI-Fortis-REF227245,4894.29,Fortis,32,0,one-time
RECURRING-MONTHLY-CARD-Skyscanner-REF933118,11066.6,Skyscanner,31,1,monthly
RECURRING-MONTHLY-IMPS-Ola-REF338846,5149.37,Ola,20,1,monthly
NEFT-Hotstar-REF146579,200.97,Hotstar,20,0,one-time
NACH-Zerodha-REF473080,7924.95,Zerodha,32,0,one-time
IMPS-Cure.fit-REF751885,1042.51,Cure.fit,20,0,one-time
UPI-Jio-REF384277,1813.97,Jio,26,0,one-time
IMPS-CRED-REF806769,40177.21,CRED,37,0,one-time
RECURRING-WEEKLY-NEFT-Ola-REF527765,12644.34,Ola,20,1,weekly
RTGS-Airtel-REF638649,3314.15,Airtel,35,0,one-time
CARD-41098620,612.53,Blinkit,35,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-1mg-REF502477,2221.49,1mg,17,1,monthly
UPI-CRED-5575686511@ybl-669703,20532.2,CRED,37,0,one-time
RTGS-UDEMY-REF248641,1938.83,Udemy,35,0,one-time
CARD-19018734,417.18,BigBasket,36,0,one-time
RECURRING-MONTHLY-UPI-LIC-0680914949@ybl-983880,13729.86,LIC,26,1,monthly
RECURRING-MONTHLY-NACH-Hotstar-REF571422,380.75,Hotstar,20,1,monthly
RECURRING-MONTHLY-CARD-TATA Power-REF672631,2144.2,TATA Power,20,1,monthly
RTGS-Swiggy-REF617192,451.01,Swiggy,39,0,one-time
RECURRING-WEEKLY-RTGS-Google Pay-REF483808,4778.37,Google Pay,17,1,weekly
NEFT-Cure.fit-REF669655,1283.9,Cure.fit,20,0,one-time
UPI-FORTIS-3914739283@ybl-861532,8343.99,Fortis,32,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-IMPS-ICICI Pru-REF878773,7517.32,ICICI Pru,35,1,quarterly
CARD-22833859,32521.89,Apollo,38,0,one-time
RECURRING-MONTHLY-NACH-Amazon-REF171469,3556.53,Amazon,39,1,monthly
RECURRING-MONTHLY-NEFT-Byju's-REF653801,3036.07,Byju's,20,1,monthly
RECURRING-DAILY-NACH-Prime Video-REF498272,525.13,Prime Video,40,1,daily
RECURRING-MONTHLY-RTGS-PayU-REF314551,30355.6,PayU,20,1,monthly
UPI-ZERODHA-1550134465@ybl-361972,9542.23,Zerodha,34,0,one-time
RTGS-BANK-REF563223,24011.84,,270,0,one-time
IMPS-KFC-REF490522,585.71,KFC,37,0,one-time
RECURRING-MONTHLY-RTGS-BSNL-REF265062,4849.19,BSNL,20,1,monthly
CARD-28043834,1973.12,Udemy,39,0,one-time
UPI-Fortis-REF668468,7509.3,Fortis,33,0,one-time
RECURRING-MONTHLY-UPI-Bajaj Allianz-REF161183,9101.22,Bajaj Allianz,20,1,monthly
UPI-IOC-REF874991,1497.26,IOC,20,0,one-time
RECURRING-MONTHLY-NEFT-EMPLOYER-REF380187,9069.51,,270,1,monthly
RECURRING-QUARTERLY-RECURRING-QUARTERLY-IMPS-HP-REF153450,1188.26,HP,20,1,quarterly
RECURRING-WEEKLY-UPI-Coursera-REF955589,534.83,Coursera,31,1,weekly
CARD-HDFC Life-REF508929,4421.03,HDFC Life,28,0,one-time
RTGS-APOLLO-REF744218,3505.03,Apollo,38,0,one-time
RECURRING-WEEKLY-IMPS-Swiggy-REF344279,351.64,Swiggy,28,1,weekly
NACH-Zerodha-REF851969,42675.39,Zerodha,32,0,one-time
RECURRING-MONTHLY-NEFT-Medibuddy-REF523931,5136.18,Medibuddy,20,1,monthly
CARD-BESCOM-REF893160,4832.95,BESCOM,29,0,one-time
NACH-Myntra-REF414855,3765.77,Myntra,36,0,one-time
NACH-PROVIDER-395764,104.27,,270,0,one-time
RTGS-Ola-REF900342,7577.35,Ola,21,0,one-time
NACH-Jio-REF411353,568.36,Jio,26,0,one-time
NACH-BESCOM-REF432344,2649.64,BESCOM,29,0,one-time
RECURRING-MONTHLY-CARD-Apollo-REF920481,7963.96,Apollo,38,1,monthly
RTGS-Google Pay-REF114521,1744.05,Google Pay,20,0,one-time
RTGS-PayU-REF183724,41980.92,PayU,20,0,one-time
UPI-LANDLORD-2631351822@okhdfcbank,305.78,,270,0,one-time
IMPS-PERSON B-565599,39643.83,Prime Video,40,0,one-time
RECURRING-MONTHLY-UPI-BookMyShow-REF895657,997.53,BookMyShow,20,1,monthly
RTGS-MYNTRA-REF778416,12784.32,Myntra,36,0,one-time
CARD-UberEats-REF124163,936.19,UberEats,26,0,one-time
RECURRING-MONTHLY-IMPS-Uber-REF420294,3084.66,Uber,20,1,monthly
RECURRING-MONTHLY-NEFT-PhonePe-REF151969,2951.09,PhonePe,20,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-CRED-REF635716,28378.64,CRED,37,1,monthly
IMPS-PERSON B-146549,401.3,Starbucks,33,0,one-time
RTGS-Fortis-REF161785,3903.09,Fortis,32,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-0220212633@okhdfcbank,79614.43,,270,1,monthly
NEFT-PhonePe-REF363860,2900.19,PhonePe,20,0,one-time
CARD-80168912,30164.14,Airtel,35,0,one-time
UPI-FORTIS-4120066433@ybl-102716,25269.3,Fortis,32,0,one-time
CARD-Hotstar-REF697732,626.71,Hotstar,20,0,one-time
CARD-03005811,45474.84,,270,0,one-time
RECURRING-MONTHLY-UPI-LinkedIn Learning-REF725880,1719.6,LinkedIn Learning,20,1,monthly
RECURRING-WEEKLY-NACH-BESCOM-REF931387,3602.86,BESCOM,29,1,weekly
NACH-FORTIS-641470,16624.16,Fortis,32,0,one-time
NACH-Coursera-REF675661,4422.01,Coursera,31,0,one-time
RECURRING-MONTHLY-NACH-Amazon-REF556231,2284.06,Amazon,39,1,monthly
UPI-Coursera-REF798146,2622.85,Coursera,31,0,one-time
CARD-49533921,1075.66,BigBasket,36,0,one-time
IMPS-PERSON B-050043,8481.83,Myntra,36,0,one-time
RECURRING-MONTHLY-UPI-LIC-3232463384@ybl-877323,10252.82,LIC,26,1,monthly
UPI-GROWW-9484034250@ybl-258620,6794.81,Groww,31,0,one-time
UPI-COURSERA-8299047609@ybl-612511,37270.65,Coursera,31,0,one-time
RECURRING-MONTHLY-NACH-Paytm-REF106801,3291.3,Paytm,20,1,monthly
RECURRING-MONTHLY-RTGS-IOC-REF583394,1870.7,IOC,20,1,monthly
NEFT-SHELL-REF763494,1023.32,Shell,38,0,one-time
NEFT-EMPLOYER-REF887804,16208.81,,270,0,one-time
RECURRING-WEEKLY-NEFT-Apollo-REF827313,6600.92,Apollo,38,1,weekly
RTGS-INDIGO-REF682494,974.01,Indigo,32,0,one-time
RECURRING-WEEKLY-NACH-UberEats-REF290744,615.58,UberEats,31,1,weekly
CARD-86612031,371.15,Starbucks,33,0,one-time
RTGS-BESCOM-REF790357,36880.21,BESCOM,29,0,one-time
RECURRING-WEEKLY-IMPS-Starbucks-REF865562,1326.42,Starbucks,33,1,weekly
CARD-27653545,44549.17,Prime Video,40,0,one-time
IMPS-KFC-REF490522,515.99,KFC,42,0,one-time
RTGS-BANK-REF557074,44835.91,,270,0,one-time
NEFT-Flipkart-REF503613,1671.11,Flipkart,30,0,one-time
RECURRING-MONTHLY-IMPS-Airtel-REF814990,4304.26,Airtel,35,1,monthly
IMPS-Moneycontrol-REF704071,33499.03,Moneycontrol,20,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-0957763063@okhdfcbank,72219.33,,270,1,monthly
UPI-Upstox-REF335483,46831.04,Upstox,20,0,one-time
RECURRING-MONTHLY-UPI-HDFC LIFE-9087337530@ybl-740070,4254.59,HDFC Life,29,1,monthly
RECURRING-MONTHLY-NEFT-Groww-REF122097,9002.6,Groww,31,1,monthly
IMPS-PERSON B-481769,32830.37,KFC,37,0,one-time
NACH-PROVIDER-381103,21754.61,,270,0,one-time
IMPS-PERSON A-268339,28146.26,KFC,37,0,one-time
NEFT-EMPLOYER-REF106322,38184.31,,270,0,one-time
NACH-PROVIDER-614293,5673.78,,270,0,one-time
UPI-CRED-9789728212@ybl-776106,5438.36,CRED,37,0,one-time
RECURRING-MONTHLY-UPI-ICICI PRU-7074228052@ybl-873563,8248.98,ICICI Pru,35,1,monthly
RECURRING-MONTHLY-IMPS-Kuvera-REF577547,14329.69,Kuvera,27,1,monthly
RTGS-Practo-REF825182,2670.8,Practo,20,0,one-time
IMPS-PERSON A-117037,45621.41,,270,0,one-time
UPI-MYNTRA-4020039657@ybl-598642,23636.27,Myntra,36,0,one-time
RECURRING-QUARTERLY-RTGS-OYO-REF429001,2598.13,OYO,35,1,quarterly
RTGS-Spotify-REF248547,805.89,Spotify,48,0,one-time
IMPS-PERSON B-510201,14608.95,,270,0,one-time
RECURRING-MONTHLY-NACH-Paytm-REF106801,3291.3,Paytm,20,1,monthly
RECURRING-MONTHLY-IMPS-BookMyShow-REF228986,919.27,BookMyShow,20,1,monthly
RECURRING-MONTHLY-UPI-HDFC LIFE-1340301895@ybl-464840,5002.39,HDFC Life,29,1,monthly
UPI-GROWW-9135342202@ybl-362813,3878.8,Groww,31,0,one-time
NACH-Skyscanner-REF547973,5762.17,Skyscanner,29,0,one-time
RECURRING-MONTHLY-CARD-ICICI Lombard-REF892242,2932.85,ICICI Lombard,20,1,monthly
RECURRING-MONTHLY-IMPS-Uber-REF853972,7753.75,Uber,20,1,monthly
RECURRING-MONTHLY-CARD-1mg-REF535979,2668.69,1mg,20,1,monthly
RECURRING-DAILY-RTGS-Groww-REF528213,5329.27,Groww,31,1,daily
RECURRING-QUARTERLY-RTGS-OYO-REF429001,2702.35,OYO,31,1,quarterly
NACH-BigBasket-REF579300,931.16,BigBasket,36,0,one-time
UPI-Groww-REF205643,18002.88,Groww,28,0,one-time
RTGS-APOLLO-REF300121,8411.2,Apollo,38,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-SPOTIFY-2772693993@ybl-502678,770.49,Spotify,45,1,monthly
NEFT-EMPLOYER-REF222576,36765.74,,270,0,one-time
RECURRING-MONTHLY-NEFT-Razorpay-REF450782,9492.83,Razorpay,17,1,monthly
CARD-51736581,39264.61,Prime Video,40,0,one-time
RECURRING-QUARTERLY-CARD-Caltex-REF277541,1146.27,Caltex,20,1,quarterly
NACH-Swiggy-REF508737,1488.7,Swiggy,33,0,one-time
CARD-28043834,1946.47,Udemy,39,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-3542596187@okhdfcbank,79025.03,,270,1,monthly
UPI-AMEX-2297916547@ybl-754116,16344.04,AmEx,13,0,one-time
UPI-Flipkart-REF550038,2165.46,Flipkart,30,0,one-time
UPI-JOHN DOE-5983766493@okhdfcbank,20513.1,,270,0,one-time
IMPS-Caltex-REF419729,1500.19,Caltex,20,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-IMPS-1mg-REF268399,6395.21,1mg,20,1,quarterly
RECURRING-WEEKLY-IMPS-TATA Power-REF397090,2840.64,TATA Power,20,1,weekly
NEFT-OYO-REF928954,41943.28,OYO,30,0,one-time
UPI-PRIME VIDEO-3957945019@ybl-570934,14695.53,Prime Video,40,0,one-time
NACH-PROVIDER-314051,10069.39,,270,0,one-time
RECURRING-MONTHLY-CARD-HDFC Life-REF357410,4901.14,HDFC Life,29,1,monthly
RECURRING-WEEKLY-RTGS-ICICI Lombard-REF753312,3415.15,ICICI Lombard,20,1,weekly
NEFT-Airtel-REF214739,3797.28,Airtel,35,0,one-time
RTGS-Shell-REF454808,1913.34,Shell,38,0,one-time
NEFT-EMPLOYER-REF453636,37709.24,,270,0,one-time
RECURRING-MONTHLY-RTGS-Airtel-REF779315,3315.52,Airtel,35,1,monthly
RTGS-BSNL-REF903506,1836.3,BSNL,20,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-2137128744@ybl-218005,563.09,Spotify,48,1,monthly
UPI-JANE SMITH-7883425250@okhdfcbank,10195.85,,270,0,one-time
UPI-MYNTRA-1387784449@ybl-892711,27911.28,Myntra,36,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-4746618860@ybl-954417,885.83,Netflix,47,1,monthly
NEFT-Zomato-REF489825,612.04,Zomato,28,0,one-time
RECURRING-MONTHLY-CARD-1mg-REF535979,3075.68,1mg,22,1,monthly
UPI-AMEX-5188272914@ybl-924300,17823.58,AmEx,13,0,one-time
UPI-AMAZON-2373513251@ybl-791722,41625.63,Amazon,39,0,one-time
NACH-PROVIDER-714645,37293.43,,270,0,one-time
IMPS-Kuvera-REF363166,18201.34,Kuvera,25,0,one-time
UPI-ICICI Pru-REF551245,8530.88,ICICI Pru,35,0,one-time
RTGS-Fortis-REF937768,1783.17,Fortis,26,0,one-time
RTGS-Airtel-REF638649,3807.33,Airtel,35,0,one-time
UPI-BIGBASKET-3812293144@ybl-734459,29092.31,BigBasket,36,0,one-time
CARD-22714336,22751.62,Skyscanner,26,0,one-time
RECURRING-MONTHLY-RTGS-Starbucks-REF394784,796.2,Starbucks,33,1,monthly
CARD-Cure.fit-REF247675,1090.76,Cure.fit,20,0,one-time
RECURRING-MONTHLY-NEFT-ICICI Lombard-REF125804,7614.09,ICICI Lombard,20,1,monthly
UPI-Groww-REF272114,40945.41,Groww,31,0,one-time
RTGS-Swiggy-REF862469,1273.52,Swiggy,33,0,one-time
RECURRING-QUARTERLY-NACH-Paytm-REF402380,4695.26,Paytm,20,1,quarterly
RECURRING-MONTHLY-CARD-BSNL-REF964975,696.28,BSNL,20,1,monthly
NACH-PROVIDER-011692,24281.88,,290,0,one-time
IMPS-TATA Power-REF589916,4308.16,TATA Power,20,0,one-time
RECURRING-MONTHLY-UPI-Jio-REF116568,3462.14,Jio,26,1,monthly
IMPS-HP-REF835665,1783.3,HP,20,0,one-time
NACH-Ola-REF823561,10389.44,Ola,20,0,one-time
NACH-SKYSCANNER-641128,7227.43,Skyscanner,27,0,one-time
CARD-Paytm-REF627749,967.34,Paytm,20,0,one-time
RECURRING-WEEKLY-RECURRING-QUARTERLY-IMPS-Google Pay-REF793588,1817.97,Google Pay,20,1,weekly
IMPS-PERSON A-117037,50804.15,,312,0,one-time
NACH-Myntra-REF385402,3308.77,Myntra,36,0,one-time
UPI-BESCOM-REF964266,3599.58,BESCOM,29,0,one-time
RECURRING-MONTHLY-IMPS-TATA Power-REF329010,559.4,TATA Power,20,1,monthly
UPI-BESCOM-REF441006,4455.88,BESCOM,29,0,one-time
NACH-PROVIDER-113707,25726.91,,257,0,one-time
RECURRING-QUARTERLY-NEFT-Flipkart-REF139451,2888.87,Flipkart,30,1,quarterly
RECURRING-WEEKLY-RECURRING-MONTHLY-RTGS-Caltex-REF977114,1806.54,Caltex,23,1,weekly
RECURRING-MONTHLY-UPI-PayU-REF538482,42151.96,PayU,20,1,monthly
UPI-CRED-2461163645@ybl-264684,12496.82,CRED,37,0,one-time
UPI-AMEX-5188272914@ybl-924300,19547.16,AmEx,13,0,one-time
RTGS-ICICI Lombard-REF787462,8741.58,ICICI Lombard,20,0,one-time
