narration,amount,direction,channel,merchant,is_income
IMPS-Medibuddy-REF409035,3271.93,debit,imps,Medibuddy,0
CARD-HDFC Life-REF357410,4763.74,debit,card,HDFC Life,0
IMPS-1mg-REF693251,6409.85,debit,imps,1mg,0
NACH-STARBUCKS-856815,12676.22,debit,nach,Starbucks,0
UPI-OYO-REF825879,4302.97,debit,neft,OYO,0
NEFT-Indigo-REF771869,2013.62,debit,neft,Indigo,0
NACH-PROVIDER-943007,42910.28,debit,nach,,0
UPI-Shell-REF276110,647.01,debit,upi,Shell,0
NEFT-IOC-REF335295,1958.18,debit,neft,IOC,0
NEFT-OYO-REF333955,25276.65,debit,neft,OYO,0
UPI-MakeMyTrip-REF351835,3220.71,debit,upi,MakeMyTrip,0
NACH-Upstox-REF385175,6908.08,debit,nach,Upstox,0
CASHBACK-UPI-ZEPTO-0074530106@ybl-996067,19850.83,credit,upi,Zepto,1
NACH-Fortis-REF823382,3993.48,debit,upi,Fortis,0
NEFT-HDFC Life-REF600711,5586.27,debit,neft,HDFC Life,0
CARD-81351101,24692.71,debit,card,OYO,0
NEFT-Uber-REF396992,2187.0,debit,neft,Uber,0
CARD-Starbucks-REF872554,636.56,debit,card,Starbucks,0
CARD-UberEats-REF335056,727.84,debit,card,UberEats,0
RTGS-Zomato-REF877169,885.07,debit,card,Zomato,0
NEFT-BookMyShow-REF223361,508.66,debit,neft,BookMyShow,0
CARD-Netflix-REF235519,342.93,debit,card,Netflix,0
UPI-BESCOM-6146866438@ybl-678053,40506.46,debit,upi,BESCOM,0
NEFT-STARBUCKS-REF851509,460.55,debit,neft,Starbucks,0
PAYMENT-RECEIVED-UPI-BLINKIT-5666369023@ybl-642079,1777.11,credit,upi,Blinkit,1
NEFT-BookMyShow-REF869768,294.04,debit,neft,BookMyShow,0
UPI-BSNL-REF411920,4284.21,debit,upi,BSNL,0
CARD-Vodafone-REF988200,3451.15,debit,card,Vodafone,0
RTGS-Udemy-REF728487,5081.86,debit,rtgs,Udemy,0
RTGS-HP-REF158428,2220.75,debit,rtgs,HP,0
RTGS-OYO-REF429001,2598.13,debit,card,OYO,0
UPI-NETFLIX-0957683750@ybl-759571,397.51,debit,upi,Netflix,0
UPI-LANDLORD-2439281045@okhdfcbank,31817.99,debit,card,,0
UPI-LANDLORD-4855532640@ybl,23816.13,debit,upi,,0
CARD-Cure.fit-REF853087,2320.04,debit,upi,Cure.fit,0
CARD-Uber-REF883502,6173.15,debit,neft,Uber,0
RTGS-Shell-REF454808,1913.34,debit,rtgs,Shell,0
RTGS-Airtel-REF842292,1232.97,debit,rtgs,Airtel,0
IMPS-Shell-REF672714,1007.8,debit,imps,Shell,0
IMPS-Jio-REF317455,1732.88,debit,imps,Jio,0
NACH-LIC-REF461303,9217.23,debit,nach,LIC,0
UPI-SPOTIFY-3177507729@ybl-477278,448.67,debit,upi,Spotify,0
UPI-BIGBASKET-4499263254@ybl-273359,501.12,debit,upi,BigBasket,0
RTGS-Starbucks-REF394784,800.33,debit,rtgs,Starbucks,0
UPI-SWIGGY-6895462011@ybl-894190,791.96,debit,upi,Swiggy,0
INCOME-UPI-JANE SMITH-9182871223@okhdfcbank,117798.69,credit,upi,,1
CARD-BSNL-REF964975,696.28,debit,card,BSNL,0
IMPS-PERSON A-764264,1470.1,debit,imps,Blinkit,0
UPI-Byju's-REF576689,3546.87,debit,upi,Byju's,0
UPI-LANDLORD-4392416664@okhdfcbank,1571.17,debit,upi,,0
IMPS-PERSON A-326185,11401.02,debit,imps,Airtel,0
IMPS-PERSON B-961368,3149.37,debit,imps,,0
NACH-LinkedIn Learning-REF131276,3446.9,debit,nach,LinkedIn Learning,0
RTGS-Indigo-REF985851,1052.36,debit,rtgs,Indigo,0
UPI-FLIPKART-8008443555@ybl-324449,7413.01,debit,upi,Flipkart,0
IMPS-PERSON B-366060,7764.98,debit,imps,Fortis,0
REIMBURSEMENT-UPI-MYNTRA-2250745536@ybl-196460,9225.31,credit,upi,Myntra,1
NEFT-Groww-REF836755,12446.48,debit,neft,Groww,0
NEFT-Spotify-REF419935,891.04,debit,neft,Spotify,0
UPI-MAKEMYTRIP-4959586488@ybl-896874,26792.04,debit,upi,MakeMyTrip,0
UPI-Zomato-REF278292,1036.33,debit,upi,Zomato,0
UPI-JANE SMITH-6493564105@ybl,23565.28,debit,upi,,0
RTGS-LIC-REF742409,2163.16,debit,rtgs,LIC,0
UPI-Kuvera-REF643667,38043.53,debit,card,Kuvera,0
RTGS-Skyscanner-REF774663,11233.34,debit,rtgs,Skyscanner,0
NEFT-Zepto-REF386357,741.46,debit,neft,Zepto,0
NEFT-Moneycontrol-REF152801,30569.77,debit,neft,Moneycontrol,0
CASHBACK-UPI-JANE SMITH-0957763063@okhdfcbank,72219.33,credit,upi,,1
REFUND-RTGS-KFC-REF036860,76006.32,credit,rtgs,KFC,1
RTGS-BESCOM-REF899942,3459.3,debit,card,BESCOM,0
NACH-LinkedIn Learning-REF653969,1096.76,debit,imps,LinkedIn Learning,0
INTEREST-UPI-BLINKIT-8162734523@ybl-128541,7221.34,credit,upi,Blinkit,1
NEFT-Spotify-REF189863,752.29,debit,card,Spotify,0
NACH-AMAZON-494202,49191.4,debit,imps,Amazon,0
UPI-JANE SMITH-6660967706@ybl,45576.96,debit,upi,,0
NACH-Paytm-REF432843,1557.08,debit,nach,Paytm,0
NACH-Razorpay-REF370865,11341.12,debit,nach,Razorpay,0
IMPS-Spotify-REF681272,679.76,debit,imps,Spotify,0
NACH-MakeMyTrip-REF841727,11866.98,debit,nach,MakeMyTrip,0
IMPS-CRED-REF708071,16579.44,debit,imps,CRED,0
UPI-HDFC Life-REF177120,6728.13,debit,upi,HDFC Life,0
IMPS-Practo-REF238331,5814.59,debit,imps,Practo,0
UPI-Reliance-REF965502,886.47,debit,upi,Reliance,0
UPI-LANDLORD-0746915640@okhdfcbank,30535.53,debit,upi,,0
RTGS-Zomato-REF614551,1422.78,debit,rtgs,Zomato,0
IMPS-PERSON B-481769,32830.37,debit,imps,KFC,0
UPI-JANE SMITH-7285610351@okhdfcbank,2353.26,debit,upi,,0
IMPS-Flipkart-REF641744,1503.08,debit,imps,Flipkart,0
NEFT-Netflix-REF216299,395.71,debit,neft,Netflix,0
REFUND-NACH-NETFLIX-099843,49413.35,credit,nach,Netflix,1
UPI-Reliance-REF965502,886.47,debit,upi,Reliance,0
INTEREST-IMPS-PERSON A-557756,26356.98,credit,imps,Amazon,1
IMPS-Starbucks-REF865562,1326.42,debit,card,Starbucks,0
UPI-SPOTIFY-1492387671@ybl-609145,188.4,debit,upi,Spotify,0
UPI-AMEX-4316527077@ybl-836894,16038.35,debit,upi,AmEx,0
CARD-49533921,1234.23,debit,card,BigBasket,0
CARD-BESCOM-REF843854,3687.99,debit,card,BESCOM,0
NACH-PROVIDER-614293,5875.45,debit,nach,,0
PAYMENT-RECEIVED-RTGS-BANK-REF384460,21141.56,credit,rtgs,,1
NACH-INDIGO-446212,1498.87,debit,nach,Indigo,0
NEFT-IOC-REF206966,1186.86,debit,neft,IOC,0
IMPS-PERSON B-472217,261.92,debit,imps,KFC,0
NACH-Paytm-REF746112,1646.24,debit,nach,Paytm,0
RTGS-Blinkit-REF685210,929.37,debit,card,Blinkit,0
CARD-HDFC Life-REF998166,9489.3,debit,card,HDFC Life,0
UPI-ICICI PRU-6937102756@ybl-234661,14803.3,debit,upi,ICICI Pru,0
UPI-CRED-REF625789,26743.45,debit,neft,CRED,0
UPI-Spotify-REF656868,843.46,debit,card,Spotify,0
IMPS-1mg-REF268399,6594.08,debit,upi,1mg,0
IMPS-PERSON B-559235,12057.19,debit,imps,Udemy,0
INTEREST-REFUND-UPI-JOHN DOE-7000352457@okhdfcbank,79139.7,credit,upi,,1
IMPS-PERSON A-309376,5950.07,debit,imps,,0
UPI-JOHN DOE-8886667692@okhdfcbank,25912.95,debit,upi,,0
RTGS-Caltex-REF437770,1192.26,debit,rtgs,Caltex,0
CARD-Practo-REF839183,2184.07,debit,card,Practo,0
NEFT-1mg-REF819145,8529.86,debit,neft,1mg,0
NEFT-Byju's-REF474361,3546.84,debit,neft,Byju's,0
UPI-JANE SMITH-7304327723@okhdfcbank,43075.28,debit,upi,,0
UPI-Fortis-REF668468,8211.48,debit,upi,Fortis,0
UPI-CRED-4403446249@ybl-194634,12693.8,debit,upi,CRED,0
CARD-Razorpay-REF915109,40168.51,debit,imps,Razorpay,0
CARD-50199579,15051.9,debit,card,Apollo,0
NEFT-Medibuddy-REF363321,8226.99,debit,neft,Medibuddy,0
RTGS-PayU-REF353862,45552.59,debit,rtgs,PayU,0
INTEREST-NACH-PROVIDER-353759,22524.98,credit,imps,,1
CARD-UberEats-REF335056,727.84,debit,card,UberEats,0
NEFT-BigBasket-REF200710,2181.02,debit,neft,BigBasket,0
CARD-51908834,1602.19,debit,neft,Apollo,0
NACH-SWIGGY-071676,48475.93,debit,nach,Swiggy,0
CASHBACK-CARD-07345522,34918.66,credit,card,Amazon,1
IMPS-Coursera-REF129767,2337.52,debit,imps,Coursera,0
PAYMENT-RECEIVED-UPI-BLINKIT-5666369023@ybl-642079,1668.0,credit,upi,Blinkit,1
NEFT-IOC-REF735432,1322.36,debit,neft,IOC,0
IMPS-PERSON B-050043,9235.55,debit,imps,Myntra,0
NEFT-PhonePe-REF325479,4375.35,debit,neft,PhonePe,0
NACH-Amazon-REF792741,1786.92,debit,nach,Amazon,0
NACH-BigBasket-REF515552,1415.3,debit,imps,BigBasket,0
NEFT-PhonePe-REF788316,4941.27,debit,neft,PhonePe,0
NEFT-UDEMY-REF752358,33379.43,debit,neft,Udemy,0
RTGS-UDEMY-REF248641,1938.83,debit,card,Udemy,0
INCOME-UPI-FLIPKART-4145255693@ybl-255154,10213.54,credit,upi,Flipkart,1
CARD-HDFC Life-REF357410,4763.74,debit,upi,HDFC Life,0
NACH-NETFLIX-812323,45657.27,debit,nach,Netflix,0
NEFT-Upstox-REF942555,10175.8,debit,neft,Upstox,0
IMPS-Swiggy-REF344279,382.3,debit,imps,Swiggy,0
UPI-LANDLORD-0746915640@okhdfcbank,30535.53,debit,upi,,0
IMPS-Razorpay-REF129907,29185.01,debit,imps,Razorpay,0
NEFT-INDIGO-REF807498,962.13,debit,neft,Indigo,0
IMPS-Zerodha-REF718353,24078.71,debit,imps,Zerodha,0
UPI-Kuvera-REF695900,9559.91,debit,upi,Kuvera,0
NACH-ICICI Lombard-REF780686,6455.74,debit,nach,ICICI Lombard,0
RTGS-YouTube Premium-REF778161,420.78,debit,rtgs,YouTube Premium,0
UPI-LIC-1328316630@ybl-774768,13392.95,debit,imps,LIC,0
RTGS-Caltex-REF530011,998.61,debit,rtgs,Caltex,0
UPI-ICICI PRU-3826779721@ybl-413166,5070.33,debit,upi,ICICI Pru,0
RTGS-Shell-REF591133,931.16,debit,rtgs,Shell,0
NACH-PROVIDER-786308,26386.25,debit,nach,,0
NACH-PROVIDER-943007,42910.28,debit,card,,0
NACH-Fortis-REF109502,6285.57,debit,nach,Fortis,0
NEFT-IOC-REF335295,1958.18,debit,card,IOC,0
IMPS-Zomato-REF147316,974.62,debit,imps,Zomato,0
RTGS-Google Pay-REF486841,4875.46,debit,rtgs,Google Pay,0
RTGS-Hotstar-REF755717,718.54,debit,rtgs,Hotstar,0
UPI-SPOTIFY-7567921611@ybl-534515,662.12,debit,upi,Spotify,0
NEFT-Blinkit-REF469159,2501.24,debit,neft,Blinkit,0
UPI-HP-REF752446,1509.39,debit,upi,HP,0
IMPS-Razorpay-REF912620,29300.25,debit,imps,Razorpay,0
RTGS-HDFC Life-REF660572,6167.48,debit,rtgs,HDFC Life,0
NACH-Swiggy-REF508737,1305.04,debit,nach,Swiggy,0
CARD-IOC-REF130305,1757.49,debit,upi,IOC,0
NACH-OYO-REF415879,6464.14,debit,nach,OYO,0
UPI-LANDLORD-4077096602@okhdfcbank,10415.88,debit,upi,,0
CARD-60112861,47835.15,debit,card,OYO,0
NEFT-ICICI Pru-REF289331,3623.15,debit,neft,ICICI Pru,0
NEFT-Reliance-REF612487,1833.98,debit,neft,Reliance,0
NEFT-PhonePe-REF788316,5156.92,debit,neft,PhonePe,0
UPI-JOHN DOE-7580564091@okhdfcbank,44407.77,debit,upi,,0
UPI-Jio-REF849850,929.41,debit,neft,Jio,0
UPI-CRED-5702711595@ybl-982848,20772.21,debit,card,CRED,0
UPI-JANE SMITH-5782032834@okhdfcbank,26813.31,debit,upi,,0
UPI-Google Pay-REF818454,1559.8,debit,upi,Google Pay,0
NEFT-Moneycontrol-REF160500,35713.72,debit,neft,Moneycontrol,0
PAYMENT-RECEIVED-UPI-MYNTRA-5740649869@ybl-464903,17819.94,credit,upi,Myntra,1
NACH-Reliance-REF690980,886.34,debit,nach,Reliance,0
RTGS-ICICI Pru-REF111981,6275.02,debit,rtgs,ICICI Pru,0
CARD-Zerodha-REF687869,17551.48,debit,card,Zerodha,0
REFUND-UPI-NETFLIX-3437257569@ybl-663952,17229.24,credit,imps,Netflix,1
UPI-LIC-9755344761@ybl-637844,4312.35,debit,upi,LIC,0
RTGS-BANK-REF557074,44835.91,debit,rtgs,,0
CARD-Unacademy-REF727513,1609.24,debit,card,Unacademy,0
NEFT-EMPLOYER-REF509400,4343.46,debit,neft,,0
IMPS-HP-REF522369,1552.89,debit,imps,HP,0
RTGS-OYO-REF259695,8813.76,debit,upi,OYO,0
UPI-KUVERA-6539575080@ybl-337302,5324.67,debit,upi,Kuvera,0
UPI-JANE SMITH-7479285447@okhdfcbank,22560.82,debit,upi,,0
UPI-HDFC LIFE-3421771974@ybl-740070,4667.32,debit,upi,HDFC Life,0
RTGS-YouTube Premium-REF544494,633.48,debit,rtgs,YouTube Premium,0
CARD-Google Pay-REF313745,1043.22,debit,card,Google Pay,0
NACH-Kuvera-REF948640,20187.12,debit,nach,Kuvera,0
NEFT-Skyscanner-REF534287,2371.82,debit,neft,Skyscanner,0
UPI-ZEPTO-4563720605@ybl-825190,1298.03,debit,upi,Zepto,0
NACH-Swiggy-REF508737,1305.04,debit,nach,Swiggy,0
NEFT-Blinkit-REF549447,667.32,debit,neft,Blinkit,0
UPI-Bajaj Allianz-REF161183,9204.48,debit,card,Bajaj Allianz,0
NACH-Uber-REF506639,10663.09,debit,nach,Uber,0
NACH-PROVIDER-771736,48940.24,debit,nach,,0
NEFT-EMPLOYER-REF380187,10983.49,debit,neft,,0
NACH-Paytm-REF106801,3464.33,debit,nach,Paytm,0
IMPS-Uber-REF420294,3084.66,debit,neft,Uber,0
IMPS-Jio-REF317455,1732.88,debit,imps,Jio,0
IMPS-Moneycontrol-REF936328,11118.46,debit,imps,Moneycontrol,0
RTGS-ZOMATO-REF769216,482.06,debit,rtgs,Zomato,0
UPI-SWIGGY-0239806455@ybl-894190,733.83,debit,upi,Swiggy,0
CARD-33201749,7749.9,debit,card,Coursera,0
PAYMENT-RECEIVED-UPI-JANE SMITH-1921473653@okhdfcbank,75767.09,credit,upi,,1
CARD-HDFC Life-REF893314,8646.9,debit,card,HDFC Life,0
CARD-Apollo-REF281595,4643.12,debit,card,Apollo,0
NACH-Jio-REF776073,2043.5,debit,nach,Jio,0
IMPS-PERSON B-960094,31804.14,debit,card,Prime Video,0
NACH-LIC-REF461303,9217.23,debit,upi,LIC,0
RTGS-Indigo-REF780805,1679.28,debit,rtgs,Indigo,0
CARD-HDFC Life-REF144793,8443.25,debit,card,HDFC Life,0
REFUND-NACH-SPOTIFY-335039,20737.74,credit,nach,Spotify,1
UPI-JANE SMITH-1799399069@okhdfcbank,32615.44,debit,upi,,0
RTGS-Airtel-REF779315,3185.59,debit,rtgs,Airtel,0
CARD-ICICI Lombard-REF267275,6315.92,debit,card,ICICI Lombard,0
IMPS-LinkedIn Learning-REF145150,1439.19,debit,neft,LinkedIn Learning,0
CARD-HDFC Life-REF144793,9076.29,debit,card,HDFC Life,0
RTGS-Coursera-REF561896,3127.51,debit,rtgs,Coursera,0
CARD-BESCOM-REF461251,1923.31,debit,card,BESCOM,0
NEFT-EMPLOYER-REF136002,8229.64,debit,card,,0
RTGS-Blinkit-REF430360,739.67,debit,rtgs,Blinkit,0
CARD-Upstox-REF588731,34312.44,debit,card,Upstox,0
IMPS-Zerodha-REF907528,44224.15,debit,imps,Zerodha,0
INTEREST-REIMBURSEMENT-UPI-MYNTRA-2250745536@ybl-196460,9225.31,credit,upi,Myntra,1
IMPS-PERSON B-021338,4527.4,debit,imps,Apollo,0
NACH-1mg-REF405402,9106.95,debit,nach,1mg,0
NACH-CRED-REF977830,18878.75,debit,card,CRED,0
NEFT-Shell-REF710938,1611.46,debit,neft,Shell,0
NEFT-Zepto-REF955349,2005.92,debit,neft,Zepto,0
RTGS-Caltex-REF977114,1584.95,debit,rtgs,Caltex,0
NACH-HDFC Life-REF718491,2994.27,debit,nach,HDFC Life,0
NEFT-BLINKIT-REF394930,619.96,debit,neft,Blinkit,0
UPI-HDFC LIFE-9087337530@ybl-740070,4254.59,debit,upi,HDFC Life,0
NEFT-CRED-REF459253,9369.84,debit,neft,CRED,0
NACH-Apollo-REF466764,2662.14,debit,nach,Apollo,0
UPI-LIC-3232463384@ybl-877323,10252.82,debit,imps,LIC,0
CARD-HDFC Life-REF893314,7765.88,debit,card,HDFC Life,0
RTGS-BSNL-REF265062,4533.38,debit,rtgs,BSNL,0
REIMBURSEMENT-RECEIVED-UPI-LANDLORD-4428714227@okhdfcbank,108586.66,credit,upi,,1
IMPS-HP-REF835665,1831.53,debit,imps,HP,0
UPI-PayU-REF962850,51715.12,debit,upi,PayU,0
CARD-HDFC Life-REF265099,2197.38,debit,card,HDFC Life,0
NEFT-BigBasket-REF830164,2509.7,debit,neft,BigBasket,0
UPI-CRED-5575686511@ybl-669703,21888.57,debit,upi,CRED,0
UPI-AMEX-8949023151@ybl-483512,7444.63,debit,upi,AmEx,0
NEFT-BookMyShow-REF470047,756.27,debit,neft,BookMyShow,0
IMPS-Upstox-REF958070,23862.3,debit,imps,Upstox,0
UPI-UberEats-REF103545,343.29,debit,upi,UberEats,0
IMPS-CRED-REF806769,39120.87,debit,imps,CRED,0
NACH-Swiggy-REF508737,1181.57,debit,nach,Swiggy,0
INCOME-RTGS-MYNTRA-REF778416,11710.46,credit,rtgs,Myntra,1
PAYMENT-RECEIVED-IMPS-PERSON B-935215,32813.27,credit,imps,Flipkart,1
NACH-Udemy-REF748328,2838.41,debit,nach,Udemy,0
IMPS-PERSON B-775789,1757.16,debit,imps,Indigo,0
NACH-Spotify-REF768797,465.74,debit,nach,Spotify,0
UPI-HDFC LIFE-2275745525@ybl-957742,6505.08,debit,imps,HDFC Life,0
UPI-JOHN DOE-7888265414@okhdfcbank,26570.99,debit,card,,0
NEFT-Hotstar-REF652509,273.29,debit,neft,Hotstar,0
UPI-CRED-4356428134@ybl-255929,17015.01,debit,upi,CRED,0
RTGS-Udemy-REF884422,1383.18,debit,rtgs,Udemy,0
RTGS-Zomato-REF796776,1003.0,debit,rtgs,Zomato,0
NEFT-Cure.fit-REF381849,882.58,debit,neft,Cure.fit,0
NACH-Paytm-REF724941,717.56,debit,nach,Paytm,0
RTGS-YouTube Premium-REF544494,639.01,debit,rtgs,YouTube Premium,0
RTGS-YouTube Premium-REF344899,203.95,debit,rtgs,YouTube Premium,0
RTGS-Reliance-REF321129,1192.69,debit,upi,Reliance,0
NACH-Paytm-REF402380,3595.55,debit,nach,Paytm,0
INCOME-UPI-LANDLORD-8130883817@okhdfcbank,23022.48,credit,upi,,1
IMPS-LIC-REF341104,9316.9,debit,imps,LIC,0
NEFT-SKYSCANNER-REF174946,9316.37,debit,neft,Skyscanner,0
NACH-Upstox-REF574719,46735.01,debit,nach,Upstox,0
NACH-Bajaj Allianz-REF607907,4959.38,debit,nach,Bajaj Allianz,0
NEFT-Cure.fit-REF381849,882.58,debit,upi,Cure.fit,0
IMPS-Zepto-REF524895,518.57,debit,imps,Zepto,0
RTGS-Google Pay-REF428202,918.06,debit,rtgs,Google Pay,0
NEFT-Reliance-REF332799,1450.94,debit,imps,Reliance,0
UPI-LANDLORD-2643232696@okhdfcbank,32402.37,debit,upi,,0
UPI-JANE SMITH-7572470021@okhdfcbank,18829.84,debit,upi,,0
RTGS-Zomato-REF796776,1003.0,debit,rtgs,Zomato,0
RTGS-Airtel-REF803428,2544.16,debit,rtgs,Airtel,0
UPI-MakeMyTrip-REF314343,6265.82,debit,neft,MakeMyTrip,0
NEFT-OYO-REF333955,25276.65,debit,neft,OYO,0
UPI-LANDLORD-7115307653@okhdfcbank,1193.45,debit,upi,,0
CARD-Unacademy-REF313042,1020.17,debit,card,Unacademy,0
CARD-Blinkit-REF544926,1556.65,debit,neft,Blinkit,0
UPI-Groww-REF122866,38231.52,debit,upi,Groww,0
RTGS-Shell-REF454808,1913.34,debit,rtgs,Shell,0
UPI-GROWW-6387619490@ybl-111373,1448.93,debit,neft,Groww,0
CARD-60845042,768.37,debit,card,,0
CARD-ICICI Lombard-REF267275,6315.92,debit,card,ICICI Lombard,0
NACH-BIGBASKET-067117,960.13,debit,nach,BigBasket,0
TRANSFER-IN-NEFT-AMAZON-REF821631,10016.31,credit,neft,Amazon,1
UPI-HP-REF752446,1509.39,debit,upi,HP,0
TRANSFER-IN-UPI-JOHN DOE-0420762754@okhdfcbank,94426.59,credit,upi,,1
UPI-Coursera-REF720357,2166.92,debit,upi,Coursera,0
NEFT-PayU-REF581275,9358.18,debit,neft,PayU,0
IMPS-Flipkart-REF641744,1427.52,debit,imps,Flipkart,0
NEFT-Myntra-REF760560,1419.01,debit,neft,Myntra,0
NACH-Ola-REF946067,11993.52,debit,nach,Ola,0
RTGS-KFC-REF632963,771.22,debit,rtgs,KFC,0
UPI-JANE SMITH-8882189928@okhdfcbank,46623.11,debit,upi,,0
IMPS-PERSON B-991446,33343.62,debit,imps,,0
NEFT-Zerodha-REF956220,18616.22,debit,neft,Zerodha,0
UPI-Skyscanner-REF536364,6855.39,debit,upi,Skyscanner,0
NEFT-Skyscanner-REF534287,2371.82,debit,neft,Skyscanner,0
NEFT-PhonePe-REF151969,2951.09,debit,neft,PhonePe,0
NACH-CRED-REF121479,5610.74,debit,nach,CRED,0
INCOME-UPI-ZEPTO-5184276820@ybl-657662,11637.65,credit,upi,Zepto,1
NEFT-ICICI Pru-REF395516,5580.25,debit,neft,ICICI Pru,0
NACH-Myntra-REF385402,3580.02,debit,nach,Myntra,0
NACH-Practo-REF805962,2666.92,debit,nach,Practo,0
TRANSFER-IN-INTEREST-NEFT-EMPLOYER-REF118736,30261.57,credit,neft,,1
UPI-IRCTC-REF321624,11143.99,debit,upi,IRCTC,0
UPI-SPOTIFY-6422270852@ybl-801638,885.19,debit,upi,Spotify,0
UPI-Jio-REF302416,2499.41,debit,upi,Jio,0
NACH-COURSERA-176565,1120.72,debit,nach,Coursera,0
IMPS-Starbucks-REF316006,825.82,debit,imps,Starbucks,0
IMPS-Kuvera-REF858669,19652.19,debit,imps,Kuvera,0
NACH-YouTube Premium-REF470750,859.96,debit,nach,YouTube Premium,0
NACH-PROVIDER-011692,22311.4,debit,nach,,0
RTGS-Coursera-REF561896,3127.51,debit,rtgs,Coursera,0
REFUND-IMPS-PERSON B-131588,40055.68,credit,imps,,1
PAYMENT-RECEIVED-CARD-58773044,17784.9,credit,card,,1
CARD-Bajaj Allianz-REF157061,3273.89,debit,card,Bajaj Allianz,0
UPI-NETFLIX-4071353253@ybl-143007,158.92,debit,upi,Netflix,0
CARD-Paytm-REF627749,967.34,debit,card,Paytm,0
UPI-KFC-6490711037@ybl-415814,641.28,debit,upi,KFC,0
IMPS-Medibuddy-REF708680,4105.47,debit,imps,Medibuddy,0
NEFT-Caltex-REF376322,1542.46,debit,neft,Caltex,0
CARD-Amazon-REF778966,4807.16,debit,card,Amazon,0
INTEREST-INTEREST-UPI-JANE SMITH-7467217304@okhdfcbank,78968.03,credit,upi,,1
UPI-BSNL-REF411920,4391.53,debit,upi,BSNL,0
NEFT-ICICI Lombard-REF782143,8890.32,debit,neft,ICICI Lombard,0
CARD-Blinkit-REF544926,1556.65,debit,card,Blinkit,0
NACH-Byju's-REF358878,743.51,debit,nach,Byju's,0
RTGS-Ola-REF929796,10765.94,debit,rtgs,Ola,0
CASHBACK-UPI-LANDLORD-2583295001@okhdfcbank,107249.45,credit,upi,,1
NACH-ZOMATO-563044,693.48,debit,nach,Zomato,0
CARD-BookMyShow-REF836537,385.47,debit,card,BookMyShow,0
NEFT-Cure.fit-REF267270,2624.73,debit,neft,Cure.fit,0
UPI-LANDLORD-3744808376@okhdfcbank,19719.21,debit,upi,,0
NACH-BLINKIT-598624,1120.33,debit,upi,Blinkit,0
NACH-PayU-REF618658,46491.7,debit,nach,PayU,0
PAYMENT-RECEIVED-UPI-JOHN DOE-5750309883@okhdfcbank,88695.69,credit,upi,,1
NEFT-Unacademy-REF750033,3004.89,debit,neft,Unacademy,0
UPI-Myntra-REF629697,2881.01,debit,upi,Myntra,0
NACH-Paytm-REF511732,1655.39,debit,nach,Paytm,0
UPI-Ola-REF753750,10604.71,debit,imps,Ola,0
CARD-41146359,4578.17,debit,card,Prime Video,0
NACH-Zepto-REF544024,856.36,debit,nach,Zepto,0
RTGS-Netflix-REF481272,846.62,debit,neft,Netflix,0
UPI-Reliance-REF879791,1065.19,debit,upi,Reliance,0
UPI-SPOTIFY-1492387671@ybl-609145,183.66,debit,upi,Spotify,0
RTGS-Caltex-REF636843,1831.09,debit,imps,Caltex,0
RECEIVED-RTGS-BANK-REF095375,42828.86,credit,rtgs,,1
UPI-UDEMY-8798258896@ybl-972632,17355.32,debit,upi,Udemy,0
REIMBURSEMENT-RTGS-BANK-REF367491,5514.81,credit,rtgs,,1
CASHBACK-UPI-LANDLORD-3216499065@okhdfcbank,80212.96,credit,upi,,1
UPI-Ola-REF835050,12804.4,debit,upi,Ola,0
NACH-Blinkit-REF171049,2817.83,debit,nach,Blinkit,0
IMPS-Byju's-REF608576,2226.36,debit,imps,Byju's,0
REFUND-CASHBACK-NEFT-PRIME VIDEO-REF949765,34457.75,credit,neft,Prime Video,1
CARD-ICICI Lombard-REF267275,6315.92,debit,card,ICICI Lombard,0
NEFT-ICICI Pru-REF921546,8095.09,debit,neft,ICICI Pru,0
RTGS-Groww-REF989679,6545.79,debit,rtgs,Groww,0
UPI-AMEX-7541241994@ybl-144152,9719.24,debit,upi,AmEx,0
NACH-INDIGO-748513,1955.54,debit,nach,Indigo,0
UPI-LANDLORD-8261367723@okhdfcbank,1438.54,debit,upi,,0
RTGS-Razorpay-REF463824,34626.62,debit,rtgs,Razorpay,0
RTGS-HP-REF158428,1980.92,debit,rtgs,HP,0
NACH-Caltex-REF413214,1698.26,debit,nach,Caltex,0
CARD-Vodafone-REF286380,4533.72,debit,card,Vodafone,0
CARD-OYO-REF667860,5129.21,debit,card,OYO,0
IMPS-PERSON A-326185,10550.7,debit,imps,Airtel,0
NEFT-Airtel-REF214739,3684.1,debit,card,Airtel,0
CARD-UberEats-REF124163,882.02,debit,card,UberEats,0
CARD-Paytm-REF139426,697.4,debit,imps,Paytm,0
RTGS-Myntra-REF442174,4046.53,debit,neft,Myntra,0
UPI-JOHN DOE-0204131731@ybl,29823.32,debit,upi,,0
CARD-19018734,417.18,debit,upi,BigBasket,0
NEFT-ICICI Lombard-REF763261,7946.18,debit,neft,ICICI Lombard,0
UPI-SPOTIFY-0915906522@ybl-218005,563.09,debit,upi,Spotify,0
CASHBACK-IMPS-PERSON B-446082,32449.11,credit,imps,,1
CARD-Google Pay-REF460110,1219.36,debit,card,Google Pay,0
NEFT-EMPLOYER-REF614969,13107.65,debit,neft,,0
UPI-Apollo-REF434346,9977.65,debit,upi,Apollo,0
