narration,amount,direction,channel,merchant,intent,category
IMPS-PayU-REF957709,28402.23,debit,imps,PayU,credit_card_payment,credit_card_payments
RTGS-Airtel-REF779029,4647.41,debit,rtgs,Airtel,utilities,utilities
NACH-KFC-153056,38406.25,debit,nach,KFC,entertainment,dining
RTGS-Razorpay-REF833419,45004.53,debit,rtgs,Razorpay,credit_card_payment,credit_card_payments
SALARY-UPI-LANDLORD-9563651637@okhdfcbank,112400.76,credit,neft,,salary,salary
CARD-22059507,18799.37,credit,card,,income,salary
CARD-Moneycontrol-REF783934,28609.13,debit,imps,Moneycontrol,investment,investments
IMPS-Airtel-REF476161,3263.24,debit,imps,Airtel,utilities,utilities
IMPS-PERSON B-086829,2847.69,credit,imps,,income,salary
CARD-Moneycontrol-REF536570,33740.02,debit,card,Moneycontrol,investment,investments
UPI-SHELL-0677929130@ybl-899315,1862.79,debit,upi,Shell,fuel,fuel
IMPS-Unacademy-REF380368,966.99,debit,upi,Unacademy,education,education
NEFT-Medibuddy-REF523931,5419.3,debit,neft,Medibuddy,healthcare,healthcare
IMPS-PERSON B-060328,41239.66,credit,imps,Myntra,cashback,shopping
UPI-IRCTC-REF475538,5560.87,debit,upi,IRCTC,travel,travel
CARD-BookMyShow-REF232389,614.5,debit,card,BookMyShow,entertainment,entertainment
UPI-Byju's-REF894592,4579.28,debit,upi,Byju's,education,education
NEFT-Myntra-REF760560,1602.83,debit,neft,Myntra,shopping,shopping
NEFT-Zepto-REF955349,2048.26,debit,neft,Zepto,grocery,groceries
UPI-1mg-REF502477,2319.4,debit,upi,1mg,healthcare,healthcare
IMPS-IRCTC-REF116188,12952.68,debit,imps,IRCTC,travel,travel
NACH-Apollo-REF461720,5140.62,debit,card,Apollo,healthcare,healthcare
CARD-Ola-REF340339,10878.19,debit,upi,Ola,travel,travel
CARD-Spotify-REF747811,265.77,debit,card,Spotify,subscription,entertainment
UPI-ZOMATO-4584588436@ybl-698180,215.9,debit,upi,Zomato,food,food
IMPS-CRED-REF637989,35226.49,debit,neft,CRED,credit_card_payment,credit_card_payments
NEFT-Cure.fit-REF669655,1286.01,debit,imps,Cure.fit,healthcare,personal_care
RTGS-Netflix-REF374069,315.59,debit,rtgs,Netflix,subscription,entertainment
CARD-PhonePe-REF552783,3861.19,debit,card,PhonePe,shopping,shopping
IMPS-Google Pay-REF793588,1685.05,debit,imps,Google Pay,shopping,shopping
IMPS-HP-REF478502,916.19,debit,imps,HP,fuel,fuel
IMPS-Byju's-REF268547,4017.53,debit,imps,Byju's,education,education
NACH-INDIGO-446212,1498.87,debit,nach,Indigo,fuel,fuel
NEFT-Reliance-REF332799,1394.64,debit,neft,Reliance,fuel,fuel
NACH-Medibuddy-REF996515,1374.65,debit,nach,Medibuddy,healthcare,healthcare
CARD-Bajaj Allianz-REF549074,8464.62,debit,upi,Bajaj Allianz,insurance,insurance
RTGS-BANK-REF687395,38833.11,credit,imps,,income,salary
RTGS-Swiggy-REF617192,451.01,debit,rtgs,Swiggy,food,food
IMPS-PayU-REF561775,39220.47,debit,imps,PayU,credit_card_payment,credit_card_payments
NEFT-BigBasket-REF200710,2181.02,debit,neft,BigBasket,grocery,groceries
RTGS-NETFLIX-REF795172,21934.52,debit,upi,Netflix,entertainment,entertainment
RTGS-Indigo-REF780805,1614.65,debit,rtgs,Indigo,fuel,fuel
UPI-CRED-9980269039@ybl-728558,12776.15,debit,upi,CRED,credit_card_payment,credit_card_payments
NACH-Flipkart-REF719702,1506.49,debit,imps,Flipkart,shopping,shopping
IMPS-PERSON A-907044,6205.17,credit,imps,,income,salary
UPI-Unacademy-REF978424,3544.97,debit,upi,Unacademy,education,education
NACH-LIC-REF461303,8259.28,debit,nach,LIC,insurance,insurance
RTGS-Spotify-REF926329,996.67,debit,rtgs,Spotify,subscription,entertainment
NEFT-KFC-REF323748,38116.24,debit,neft,KFC,utilities,dining
IMPS-TATA Power-REF589916,4308.16,debit,imps,TATA Power,utilities,utilities
NEFT-Moneycontrol-REF669455,46029.24,debit,neft,Moneycontrol,investment,investments
NEFT-MakeMyTrip-REF166790,13180.36,debit,neft,MakeMyTrip,travel,travel
NACH-Practo-REF511323,9130.54,debit,neft,Practo,healthcare,healthcare
IMPS-Hotstar-REF304504,266.8,debit,imps,Hotstar,subscription,entertainment
NACH-Byju's-REF358878,732.62,debit,nach,Byju's,education,education
NEFT-Zomato-REF552510,659.07,debit,neft,Zomato,food,food
IMPS-PERSON A-054605,1509.51,debit,imps,Indigo,fuel,fuel
NACH-Medibuddy-REF190650,10561.2,debit,nach,Medibuddy,healthcare,healthcare
NEFT-EMPLOYER-REF976637,43243.57,debit,neft,,emi_payment,emi
AMAZON-UPI-JOHN DOE-2632073568@ybl,87482.92,credit,card,,salary,salary
UPI-Practo-REF596729,3017.21,debit,upi,Practo,healthcare,healthcare
RTGS-Jio-REF518621,2405.46,debit,rtgs,Jio,utilities,utilities
IMPS-PERSON B-062336,606.81,debit,imps,Starbucks,food,dining
NEFT-Blinkit-REF549447,638.5,debit,neft,Blinkit,grocery,groceries
UPI-JOHN DOE-2007565470@okhdfcbank,29409.44,debit,upi,,loan_payment,loans
AMAZON-AMAZON-UPI-JOHN DOE-2632073568@okhdfcbank,77859.95,credit,upi,,salary,salary
RTGS-BigBasket-REF612183,1465.0,debit,rtgs,BigBasket,grocery,groceries
NACH-Google Pay-REF155116,3999.43,debit,nach,Google Pay,shopping,shopping
IMPS-TATA Power-REF465061,2363.32,debit,imps,TATA Power,utilities,utilities
IMPS-Kuvera-REF625881,32011.53,debit,imps,Kuvera,investment,investments
IMPS-PERSON B-902074,755.35,debit,imps,KFC,subscription,dining
IMPS-Fortis-REF809035,1425.56,debit,imps,Fortis,healthcare,healthcare
CARD-Skyscanner-REF933118,10633.56,debit,card,Skyscanner,travel,travel
UPI-CRED-4403446249@ybl-194634,12941.42,debit,upi,CRED,credit_card_payment,credit_card_payments
NACH-Reliance-REF507696,1969.07,debit,nach,Reliance,fuel,fuel
CARD-Skyscanner-REF360175,3127.51,debit,imps,Skyscanner,travel,travel
IMPS-IOC-REF198841,1869.69,debit,upi,IOC,fuel,fuel
IMPS-Coursera-REF653579,1393.5,debit,imps,Coursera,education,education
IMPS-PERSON B-657236,5027.8,credit,imps,Prime Video,cashback,entertainment
UPI-Uber-REF517801,12285.55,debit,upi,Uber,travel,travel
UPI-Zepto-REF155792,1528.31,debit,upi,Zepto,grocery,groceries
IMPS-1mg-REF321352,1756.8,debit,imps,1mg,healthcare,healthcare
CARD-Zerodha-REF957445,24975.35,debit,card,Zerodha,investment,investments
CARD-LinkedIn Learning-REF102781,4415.47,debit,card,LinkedIn Learning,education,education
CARD-BESCOM-REF163958,2924.26,debit,neft,BESCOM,utilities,utilities
UPI-OYO-5263425658@ybl-651468,32611.69,debit,imps,OYO,travel,travel
UPI-GROWW-9484034250@ybl-258620,7868.09,debit,upi,Groww,investment,investments
RTGS-SPOTIFY-REF314577,4092.8,debit,rtgs,Spotify,entertainment,entertainment
NACH-SHELL-077017,1563.12,debit,nach,Shell,fuel,fuel
NEFT-Kuvera-REF949556,24152.45,debit,neft,Kuvera,investment,investments
IMPS-Starbucks-REF168908,1823.63,debit,imps,Starbucks,food,dining
NEFT-Unacademy-REF750033,3004.89,debit,neft,Unacademy,education,education
PAYROLL-UPI-JANE SMITH-7467217304@okhdfcbank,68312.52,credit,upi,,salary,salary
RTGS-ICICI Pru-REF111981,5959.73,debit,rtgs,ICICI Pru,insurance,insurance
NACH-PROVIDER-353759,22524.98,credit,nach,,income,salary
UPI-Ola-REF416308,5070.35,debit,upi,Ola,travel,travel
AMAZON-UPI-JOHN DOE-2632073568@okhdfcbank,87482.92,credit,upi,,salary,salary
CARD-Paytm-REF627749,967.34,debit,imps,Paytm,shopping,shopping
COMPANY-UPI-JOHN DOE-4982519826@okhdfcbank,84675.01,credit,upi,,salary,salary
UPI-HDFC LIFE-0677017673@ybl-103321,10030.5,debit,upi,HDFC Life,insurance,insurance
CARD-26731782,190.93,debit,card,,subscription,personal_care
NACH-Unacademy-REF659454,1190.12,debit,neft,Unacademy,education,education
RTGS-BANK-REF553048,1664.3,credit,neft,,cashback,personal_care
NEFT-Myntra-REF488183,3198.01,debit,neft,Myntra,shopping,shopping
UPI-ICICI Pru-REF551245,8968.51,debit,imps,ICICI Pru,insurance,insurance
IMPS-Blinkit-REF514470,1206.67,debit,upi,Blinkit,grocery,groceries
RTGS-Coursera-REF406243,2636.52,debit,rtgs,Coursera,education,education
NACH-Zepto-REF814566,2944.21,debit,nach,Zepto,grocery,groceries
IMPS-PERSON B-775789,1757.16,debit,upi,Indigo,fuel,fuel
UPI-UDEMY-8798258896@ybl-972632,17926.34,debit,upi,Udemy,education,education
RTGS-Coursera-REF561896,3180.16,debit,rtgs,Coursera,education,education
RTGS-AMAZON-REF124999,24623.14,credit,rtgs,Amazon,cashback,shopping
CARD-26364567,29282.06,credit,card,Prime Video,cashback,entertainment
NEFT-EMPLOYER-REF826620,18550.61,credit,upi,,income,salary
UPI-NETFLIX-6028817678@ybl-868572,596.5,debit,upi,Netflix,subscription,subscriptions
UPI-OYO-REF734786,5850.67,debit,card,OYO,travel,travel
NEFT-PhonePe-REF155411,2464.17,debit,neft,PhonePe,shopping,shopping
UPI-LANDLORD-7539768119@okhdfcbank,18524.04,debit,upi,,peer_transfer,personal_care
UPI-Shell-REF276110,670.31,debit,upi,Shell,fuel,fuel
IMPS-Bajaj Allianz-REF836638,8160.4,debit,imps,Bajaj Allianz,insurance,insurance
CARD-BESCOM-REF843854,3687.99,debit,imps,BESCOM,utilities,utilities
UPI-Myntra-REF148204,3438.38,debit,upi,Myntra,shopping,shopping
RTGS-BANK-REF095375,41471.35,credit,rtgs,,income,salary
UPI-GROWW-1668160910@ybl-316479,1494.63,debit,upi,Groww,investment,investments
RTGS-MYNTRA-REF778416,11710.46,credit,rtgs,Myntra,refund,shopping
NEFT-KFC-REF327321,1705.03,debit,neft,KFC,food,dining
UPI-AMAZON-6210186612@ybl-099404,24134.42,credit,upi,Amazon,refund,shopping
CARD-44336742,19466.98,debit,card,Fortis,healthcare,healthcare
NEFT-Vodafone-REF796692,4327.81,debit,neft,Vodafone,utilities,utilities
UPI-Unacademy-REF978424,3511.77,debit,upi,Unacademy,education,education
RTGS-Vodafone-REF869080,2065.14,debit,rtgs,Vodafone,utilities,utilities
NEFT-BSNL-REF373913,864.06,debit,neft,BSNL,utilities,utilities
COMPANY-UPI-JANE SMITH-0957763063@okhdfcbank,72219.33,credit,upi,,salary,salary
RTGS-Spotify-REF592093,503.74,debit,neft,Spotify,subscription,entertainment
IMPS-Vodafone-REF305788,4825.03,debit,imps,Vodafone,utilities,utilities
UPI-JOHN DOE-4616027174@okhdfcbank,9637.27,debit,upi,,peer_transfer,transfers
RTGS-Spotify-REF592093,469.21,debit,rtgs,Spotify,subscription,entertainment
NEFT-EMPLOYER-REF951552,5811.57,credit,neft,,income,salary
CARD-53970183,969.33,credit,card,,income,salary
NEFT-CRED-REF996971,24971.54,debit,neft,CRED,credit_card_payment,credit_card_payments
RTGS-Flipkart-REF166501,2498.14,debit,rtgs,Flipkart,shopping,shopping
GOOGLE-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,credit,upi,,salary,salary
NEFT-EMPLOYER-REF222576,27182.75,credit,neft,,income,salary
RTGS-BookMyShow-REF982101,555.97,debit,neft,BookMyShow,entertainment,entertainment
UPI-CRED-7543554936@ybl-546658,14366.63,debit,upi,CRED,credit_card_payment,credit_card_payments
IMPS-PERSON B-463036,1372.48,debit,imps,Shell,fuel,fuel
RTGS-Starbucks-REF319192,1464.24,debit,rtgs,Starbucks,food,dining
IMPS-PERSON B-757188,9591.56,credit,imps,,income,salary
GOOGLE-ACCENTURE-UPI-JOHN DOE-0420762754@okhdfcbank,94426.59,credit,upi,,salary,salary
CARD-26731782,190.93,debit,card,,subscription,personal_care
IMPS-Razorpay-REF912620,29300.25,debit,imps,Razorpay,credit_card_payment,credit_card_payments
IMPS-Indigo-REF768607,1213.03,debit,imps,Indigo,fuel,fuel
UPI-Medibuddy-REF268842,3685.49,debit,upi,Medibuddy,healthcare,healthcare
RTGS-Google Pay-REF483808,4778.37,debit,rtgs,Google Pay,shopping,shopping
UPI-Netflix-REF652572,294.52,debit,upi,Netflix,subscription,entertainment
CARD-YouTube Premium-REF419677,980.09,debit,card,YouTube Premium,subscription,entertainment
NACH-Udemy-REF776392,4109.04,debit,nach,Udemy,education,education
UPI-JANE SMITH-6549639052@ybl,33819.57,debit,upi,,rent,rent
UPI-Indigo-REF257024,1887.15,debit,upi,Indigo,fuel,fuel
RTGS-KFC-REF805042,665.16,debit,rtgs,KFC,food,dining
IMPS-PERSON A-874116,16238.59,debit,imps,,emi_payment,emi
NEFT-UDEMY-REF521719,5209.41,debit,neft,Udemy,education,education
RTGS-JIO-REF525800,1079.43,debit,rtgs,Jio,utilities,utilities
NEFT-EMPLOYER-REF317344,7318.92,debit,neft,,self_transfer,transfers
CARD-Zomato-REF693420,1060.34,debit,card,Zomato,food,food
CARD-00334338,48060.05,debit,card,Amazon,education,shopping
NACH-Fortis-REF823382,4556.78,debit,nach,Fortis,healthcare,healthcare
NACH-BESCOM-REF931387,3169.96,debit,imps,BESCOM,utilities,utilities
RTGS-Fortis-REF826270,3135.83,debit,rtgs,Fortis,healthcare,healthcare
UPI-CRED-4117930359@ybl-502141,23551.79,debit,upi,CRED,credit_card_payment,credit_card_payments
CARD-Uber-REF338377,4535.89,debit,card,Uber,travel,travel
RTGS-Cure.fit-REF247906,2480.31,debit,rtgs,Cure.fit,healthcare,personal_care
IMPS-Practo-REF313565,2177.48,debit,imps,Practo,healthcare,healthcare
CARD-Medibuddy-REF970726,9174.01,debit,card,Medibuddy,healthcare,healthcare
IMPS-PERSON B-446082,29484.23,credit,imps,,income,salary
CARD-22714336,21246.69,debit,card,Skyscanner,travel,travel
COMPANY-UPI-JOHN DOE-4982519826@okhdfcbank,84675.01,credit,neft,,salary,salary
UPI-Reliance-REF339567,1427.46,debit,upi,Reliance,fuel,fuel
CARD-IRCTC-REF235421,2317.11,debit,card,IRCTC,travel,travel
NEFT-Zomato-REF489825,660.18,debit,neft,Zomato,food,food
CARD-UberEats-REF561181,377.63,debit,card,UberEats,food,food
RTGS-Medibuddy-REF461242,1952.36,debit,rtgs,Medibuddy,healthcare,healthcare
UPI-ICICI Pru-REF551245,7954.01,debit,upi,ICICI Pru,insurance,insurance
RTGS-Jio-REF447053,1687.95,debit,upi,Jio,utilities,utilities
UPI-FLIPKART-2442887999@ybl-324449,8055.28,debit,upi,Flipkart,education,shopping
NEFT-FLIPKART-REF520540,41642.62,debit,neft,Flipkart,education,shopping
NEFT-Uber-REF396992,2023.53,debit,neft,Uber,travel,travel
IMPS-PERSON B-446082,29484.23,credit,imps,,income,salary
UPI-GROWW-1336869411@ybl-790278,8161.98,debit,upi,Groww,investment,investments
UPI-BookMyShow-REF895657,997.53,debit,upi,BookMyShow,entertainment,entertainment
NEFT-BIGBASKET-REF227697,459.05,debit,neft,BigBasket,grocery,groceries
IMPS-Upstox-REF958070,23862.3,debit,imps,Upstox,investment,investments
NEFT-EMPLOYER-REF569647,13057.04,credit,neft,,income,salary
UPI-LIC-5762750074@ybl-774768,13392.95,debit,upi,LIC,insurance,insurance
RTGS-Airtel-REF842292,1065.07,debit,rtgs,Airtel,utilities,utilities
IMPS-Razorpay-REF912620,29300.25,debit,imps,Razorpay,credit_card_payment,credit_card_payments
UPI-JIO-3009331980@ybl-817276,40097.74,debit,upi,Jio,utilities,utilities
NACH-CRED-REF244532,5788.49,debit,nach,CRED,credit_card_payment,credit_card_payments
IMPS-Jio-REF466603,2223.88,debit,imps,Jio,utilities,utilities
UPI-Unacademy-REF978424,3511.77,debit,neft,Unacademy,education,education
UPI-AMEX-5159078549@ybl-044649,13965.5,debit,upi,AmEx,credit_card_payment,credit_card_payments
CARD-44330729,19675.05,debit,card,,emi_payment,emi
RTGS-LinkedIn Learning-REF322340,2352.33,debit,upi,LinkedIn Learning,education,education
NACH-Swiggy-REF508737,1277.08,debit,nach,Swiggy,food,food
NEFT-Swiggy-REF778700,644.65,debit,neft,Swiggy,food,food
UPI-Flipkart-REF797716,1096.17,debit,upi,Flipkart,shopping,shopping
NEFT-Zomato-REF489825,616.02,debit,neft,Zomato,food,food
CARD-UberEats-REF124163,936.19,debit,card,UberEats,food,food
CARD-Hotstar-REF697732,610.18,debit,card,Hotstar,subscription,entertainment
NEFT-FORTIS-REF160241,6265.26,debit,neft,Fortis,healthcare,healthcare
NACH-PhonePe-REF204449,4011.62,debit,nach,PhonePe,shopping,shopping
RTGS-SWIGGY-REF762799,43228.64,debit,rtgs,Swiggy,travel,food
UPI-KUVERA-4062806274@ybl-449316,5638.45,debit,upi,Kuvera,investment,investments
IMPS-PERSON B-062336,606.81,debit,imps,Starbucks,food,dining
UPI-AMEX-5786869262@ybl-423939,14072.88,debit,card,AmEx,credit_card_payment,credit_card_payments
CARD-Starbucks-REF872554,636.56,debit,card,Starbucks,food,dining
RTGS-SWIGGY-REF762799,43228.64,debit,rtgs,Swiggy,travel,food
IMPS-Razorpay-REF129907,29185.01,debit,imps,Razorpay,credit_card_payment,credit_card_payments
NACH-NETFLIX-976247,18074.26,debit,imps,Netflix,entertainment,entertainment
UPI-AMEX-8006997406@ybl-846907,18833.08,debit,upi,AmEx,credit_card_payment,credit_card_payments
IMPS-PERSON B-784043,33227.83,credit,imps,,income,salary
NEFT-Groww-REF122097,8586.99,debit,neft,Groww,investment,investments
CARD-Google Pay-REF855861,5400.32,debit,card,Google Pay,shopping,shopping
NACH-Fortis-REF810029,6923.15,debit,nach,Fortis,healthcare,healthcare
UPI-AMAZON-1266261005@ybl-112772,9481.23,credit,upi,Amazon,refund,shopping
UPI-JOHN DOE-2426353953@okhdfcbank,29823.32,debit,upi,,rent,rent
NEFT-EMPLOYER-REF976637,47313.99,debit,neft,,emi_payment,emi
IMPS-Starbucks-REF517674,1101.53,debit,neft,Starbucks,food,dining
NACH-Apollo-REF373834,4164.48,debit,nach,Apollo,healthcare,healthcare
RTGS-Paytm-REF981965,2434.12,debit,rtgs,Paytm,shopping,shopping
CARD-Uber-REF207135,12004.13,debit,card,Uber,travel,travel
UPI-JOHN DOE-5983766493@okhdfcbank,19006.45,debit,upi,,peer_transfer,transfers
UPI-KFC-9126043787@ybl-047847,615.9,debit,upi,KFC,food,dining
NEFT-Apollo-REF827313,6600.92,debit,neft,Apollo,healthcare,healthcare
UPI-Coursera-REF955589,534.83,debit,neft,Coursera,education,education
IMPS-BSNL-REF190999,3891.37,debit,imps,BSNL,utilities,utilities
NEFT-Paytm-REF874471,3288.28,debit,neft,Paytm,shopping,shopping
NACH-BigBasket-REF515552,1415.3,debit,card,BigBasket,grocery,groceries
RTGS-UDEMY-REF248641,1938.83,debit,rtgs,Udemy,fuel,education
UPI-LANDLORD-9796196972@okhdfcbank,48795.45,debit,upi,,loan_payment,loans
NACH-ZOMATO-563044,740.66,debit,nach,Zomato,fuel,food
IMPS-TATA Power-REF197129,2195.17,debit,imps,TATA Power,utilities,utilities
GOOGLE-UPI-LANDLORD-2583295001@okhdfcbank,107249.45,credit,upi,,salary,salary
NACH-Medibuddy-REF454536,7343.42,debit,neft,Medibuddy,healthcare,healthcare
UPI-Practo-REF406414,4834.42,debit,upi,Practo,healthcare,healthcare
CARD-IOC-REF343233,1948.01,debit,card,IOC,fuel,fuel
RTGS-Skyscanner-REF774663,11694.03,debit,imps,Skyscanner,travel,travel
UPI-Prime Video-REF853489,505.49,debit,upi,Prime Video,subscription,entertainment
UPI-Practo-REF596729,3087.43,debit,upi,Practo,healthcare,healthcare
NEFT-Groww-REF312958,44527.42,debit,neft,Groww,investment,investments
IMPS-IRCTC-REF658685,3975.77,debit,imps,IRCTC,travel,travel
UPI-JOHN DOE-2007565470@okhdfcbank,28826.34,debit,upi,,loan_payment,loans
RTGS-Blinkit-REF113596,2248.69,debit,rtgs,Blinkit,grocery,groceries
UPI-LANDLORD-1012871630@okhdfcbank,42047.87,debit,upi,,peer_transfer,transfers
NEFT-MakeMyTrip-REF783200,3467.81,debit,card,MakeMyTrip,travel,travel
RTGS-BANK-REF095375,44918.16,credit,rtgs,,income,salary
NACH-ZEPTO-546142,890.47,debit,nach,Zepto,grocery,groceries
NACH-Hotstar-REF571422,380.75,debit,nach,Hotstar,subscription,entertainment
CARD-Practo-REF663459,1617.31,debit,card,Practo,healthcare,healthcare
CARD-Uber-REF883502,6173.15,debit,card,Uber,travel,travel
PAYROLL-UPI-JOHN DOE-9222574679@ybl,78069.52,credit,upi,,salary,salary
ACCENTURE-IIT-UPI-JOHN DOE-5750309883@okhdfcbank,99483.39,credit,upi,,salary,salary
NACH-Hotstar-REF586314,481.76,debit,nach,Hotstar,subscription,entertainment
CARD-Uber-REF338377,5331.08,debit,card,Uber,travel,travel
NACH-OYO-971179,44297.4,debit,nach,OYO,travel,travel
CARD-YouTube Premium-REF281012,252.35,debit,card,YouTube Premium,subscription,entertainment
UPI-NETFLIX-6329645761@ybl-326920,373.79,debit,upi,Netflix,subscription,subscriptions
IMPS-Razorpay-REF146077,6839.07,debit,imps,Razorpay,credit_card_payment,credit_card_payments
CARD-Cure.fit-REF853087,2221.38,debit,card,Cure.fit,healthcare,personal_care
NEFT-ZOMATO-REF611508,38181.0,credit,neft,Zomato,refund,food
IMPS-KFC-REF650918,472.35,debit,imps,KFC,food,dining
UPI-Uber-REF435819,14224.11,debit,upi,Uber,travel,travel
CARD-Kuvera-REF456693,7792.97,debit,card,Kuvera,investment,investments
IMPS-Medibuddy-REF833872,7581.92,debit,imps,Medibuddy,healthcare,healthcare
UPI-Shell-REF535522,1436.91,debit,upi,Shell,fuel,fuel
NACH-Netflix-REF405564,445.92,debit,nach,Netflix,subscription,entertainment
IMPS-Byju's-REF268547,4017.53,debit,imps,Byju's,education,education
NEFT-Byju's-REF357434,3763.55,debit,neft,Byju's,education,education
NEFT-EMPLOYER-REF134964,713.3,debit,upi,,subscription,personal_care
UPI-ZERODHA-7068530636@ybl-463083,3400.49,debit,upi,Zerodha,investment,investments
IMPS-BSNL-REF531082,3807.7,debit,imps,BSNL,utilities,utilities
UPI-UberEats-REF219106,478.86,debit,upi,UberEats,food,food
UPI-LANDLORD-2577795939@okhdfcbank,5276.15,debit,upi,,loan_payment,loans
CARD-CRED-REF658027,6360.82,debit,card,CRED,credit_card_payment,credit_card_payments
RTGS-Google Pay-REF428202,879.46,debit,rtgs,Google Pay,shopping,shopping
CARD-IOC-REF944849,1029.47,debit,card,IOC,fuel,fuel
UPI-ICICI PRU-9139239926@ybl-452383,6425.58,debit,upi,ICICI Pru,insurance,insurance
CARD-ICICI Lombard-REF892242,3224.33,debit,card,ICICI Lombard,insurance,insurance
NACH-BookMyShow-REF275854,280.27,debit,upi,BookMyShow,entertainment,entertainment
NEFT-Udemy-REF152814,1056.55,debit,neft,Udemy,education,education
IMPS-CRED-REF605972,16980.89,debit,imps,CRED,credit_card_payment,credit_card_payments
IMPS-Hotstar-REF388445,310.3,debit,imps,Hotstar,subscription,entertainment
NEFT-Byju's-REF474361,3673.63,debit,neft,Byju's,education,education
RTGS-Cure.fit-REF997489,2342.88,debit,rtgs,Cure.fit,healthcare,personal_care
UPI-HDFC LIFE-2281404453@ybl-230435,11576.99,debit,upi,HDFC Life,insurance,insurance
RTGS-Airtel-REF416797,926.81,debit,rtgs,Airtel,utilities,utilities
RTGS-IOC-REF583394,1870.7,debit,rtgs,IOC,fuel,fuel
RTGS-TATA Power-REF570089,1945.62,debit,rtgs,TATA Power,utilities,utilities
NEFT-EMPLOYER-REF675845,40323.64,debit,neft,,emi_payment,emi
IMPS-Spotify-REF320044,238.89,debit,imps,Spotify,subscription,entertainment
CARD-77877738,268.13,debit,card,KFC,food,dining
IMPS-PERSON A-326185,10510.99,debit,imps,Airtel,utilities,utilities
IMPS-1mg-REF693251,6409.85,debit,imps,1mg,healthcare,healthcare
NACH-Netflix-REF253875,750.62,debit,nach,Netflix,subscription,entertainment
CARD-Prime Video-REF951985,287.46,debit,card,Prime Video,subscription,entertainment
UPI-JOHN DOE-8886667692@okhdfcbank,23586.0,debit,upi,,peer_transfer,transfers
IMPS-IOC-REF356177,820.77,debit,upi,IOC,fuel,fuel
IMPS-PERSON B-146549,403.79,debit,imps,Starbucks,food,dining
RTGS-PayU-REF314551,30355.6,debit,rtgs,PayU,credit_card_payment,credit_card_payments
NEFT-EMPLOYER-REF675845,40323.64,debit,neft,,emi_payment,emi
CARD-Hotstar-REF208418,350.28,debit,card,Hotstar,subscription,entertainment
RTGS-BANK-REF367491,4953.42,credit,rtgs,,income,salary
CARD-49526834,49052.46,debit,card,,cash_withdrawal,personal_care
UPI-CRED-4609739804@ybl-786772,12009.0,debit,upi,CRED,credit_card_payment,credit_card_payments
NEFT-SHELL-REF543270,685.42,debit,imps,Shell,fuel,fuel
IMPS-BigBasket-REF362791,1572.55,debit,imps,BigBasket,grocery,groceries
NEFT-KFC-REF327321,1771.18,debit,neft,KFC,food,dining
RTGS-IRCTC-REF715811,10885.13,debit,rtgs,IRCTC,travel,travel
NACH-CRED-REF824223,27424.48,debit,neft,CRED,credit_card_payment,credit_card_payments
UPI-JOHN DOE-7580564091@okhdfcbank,45038.06,debit,upi,,peer_transfer,transfers
RTGS-ZOMATO-REF849394,20578.3,debit,rtgs,Zomato,cash_withdrawal,food
NEFT-EMPLOYER-REF104021,40688.38,debit,neft,,self_transfer,personal_care
RTGS-ICICI Lombard-REF841600,8767.22,debit,rtgs,ICICI Lombard,insurance,insurance
CARD-Unacademy-REF313042,1020.17,debit,card,Unacademy,education,education
UPI-LANDLORD-5733168887@okhdfcbank,20361.03,debit,upi,,rent,rent
CARD-Practo-REF794984,9622.57,debit,card,Practo,healthcare,healthcare
UPI-CRED-REF218793,15425.9,debit,upi,CRED,credit_card_payment,credit_card_payments
UPI-HDFC LIFE-2275745525@ybl-957742,6066.29,debit,card,HDFC Life,insurance,insurance
UPI-JANE SMITH-3713034785@okhdfcbank,598.89,debit,upi,,grocery,personal_care
NEFT-Udemy-REF199107,4820.89,debit,neft,Udemy,education,education
CARD-Indigo-REF863216,1302.0,debit,card,Indigo,fuel,fuel
IMPS-Indigo-REF599816,681.3,debit,imps,Indigo,fuel,fuel
NEFT-Netflix-REF228903,875.87,debit,neft,Netflix,subscription,entertainment
NACH-Byju's-REF932878,2013.17,debit,nach,Byju's,education,education
RTGS-Zomato-REF601798,556.65,debit,rtgs,Zomato,food,food
UPI-BESCOM-REF551142,4567.87,debit,upi,BESCOM,utilities,utilities
UPI-Razorpay-REF633869,38320.66,debit,upi,Razorpay,credit_card_payment,credit_card_payments
UPI-LANDLORD-2631351822@okhdfcbank,305.78,debit,upi,,peer_transfer,transfers
NEFT-Reliance-REF612487,2107.02,debit,neft,Reliance,fuel,fuel
IMPS-Razorpay-REF203481,5240.22,debit,imps,Razorpay,credit_card_payment,credit_card_payments
UPI-1mg-REF502477,2612.59,debit,upi,1mg,healthcare,healthcare
INFOSYS-NACH-UDEMY-133950,98364.69,credit,upi,Udemy,salary,education
RTGS-BANK-REF553048,1946.71,credit,rtgs,,cashback,personal_care
UPI-CRED-1987998370@ybl-546658,14366.63,debit,neft,CRED,credit_card_payment,credit_card_payments
UPI-JOHN DOE-1072146905@okhdfcbank,23155.96,debit,upi,,loan_payment,loans
IMPS-Hotstar-REF388445,297.7,debit,imps,Hotstar,subscription,entertainment
CARD-51908834,1602.19,debit,card,Apollo,healthcare,healthcare
RTGS-Airtel-REF803428,2544.16,debit,rtgs,Airtel,utilities,utilities
IMPS-PERSON A-798955,10819.66,credit,imps,Flipkart,cashback,shopping
